bandit0,bandit,0,bandit0@bandit.labs.overthewire.org,2220,0,0
bandit1,bandit,1,bandit1@bandit.labs.overthewire.org,2220,0,0
bandit2,bandit,2,bandit2@bandit.labs.overthewire.org,2220,0,0
bandit3,bandit,3,bandit3@bandit.labs.overthewire.org,2220,0,0
bandit4,bandit,4,bandit4@bandit.labs.overthewire.org,2220,0,0
bandit5,bandit,5,bandit5@bandit.labs.overthewire.org,2220,0,0
bandit6,bandit,6,bandit6@bandit.labs.overthewire.org,2220,0,0
bandit7,bandit,7,bandit7@bandit.labs.overthewire.org,2220,0,0
bandit8,bandit,8,bandit8@bandit.labs.overthewire.org,2220,0,0
bandit9,bandit,9,bandit9@bandit.labs.overthewire.org,2220,0,0
bandit10,bandit,10,bandit10@bandit.labs.overthewire.org,2220,0,0
bandit11,bandit,11,bandit11@bandit.labs.overthewire.org,2220,0,0
bandit12,bandit,12,bandit12@bandit.labs.overthewire.org,2220,0,0
bandit13,bandit,13,bandit13@bandit.labs.overthewire.org,2220,0,0
bandit14,bandit,14,bandit14@bandit.labs.overthewire.org,2220,0,0
bandit15,bandit,15,bandit15@bandit.labs.overthewire.org,2220,0,0
bandit16,bandit,16,bandit16@bandit.labs.overthewire.org,2220,0,0
bandit17,bandit,17,bandit17@bandit.labs.overthewire.org,2220,0,0
bandit18,bandit,18,bandit18@bandit.labs.overthewire.org,2220,0,0
bandit19,bandit,19,bandit19@bandit.labs.overthewire.org,2220,0,0
bandit20,bandit,20,bandit20@bandit.labs.overthewire.org,2220,0,0
bandit21,bandit,21,bandit21@bandit.labs.overthewire.org,2220,0,0
bandit22,bandit,22,bandit22@bandit.labs.overthewire.org,2220,0,0
bandit23,bandit,23,bandit23@bandit.labs.overthewire.org,2220,0,0
bandit24,bandit,24,bandit24@bandit.labs.overthewire.org,2220,0,0
bandit25,bandit,25,bandit25@bandit.labs.overthewire.org,2220,0,0
bandit26,bandit,26,bandit26@bandit.labs.overthewire.org,2220,0,0
bandit27,bandit,27,bandit27@bandit.labs.overthewire.org,2220,0,0
bandit28,bandit,28,bandit28@bandit.labs.overthewire.org,2220,0,0
bandit29,bandit,29,bandit29@bandit.labs.overthewire.org,2220,0,0
bandit30,bandit,30,bandit30@bandit.labs.overthewire.org,2220,0,0
bandit31,bandit,31,bandit31@bandit.labs.overthewire.org,2220,0,0
bandit32,bandit,32,bandit32@bandit.labs.overthewire.org,2220,0,0
bandit33,bandit,33,bandit33@bandit.labs.overthewire.org,2220,0,0
bandit34,bandit,34,bandit34@bandit.labs.overthewire.org,2220,0,0
natas0,natas,0,http://natas0.natas.labs.overthewire.org,0,natas0,0
natas1,natas,1,http://natas1.natas.labs.overthewire.org,0,0,0
natas2,natas,2,http://natas2.natas.labs.overthewire.org,0,0,0
natas3,natas,3,http://natas3.natas.labs.overthewire.org,0,0,0
natas4,natas,4,http://natas4.natas.labs.overthewire.org,0,0,0
natas5,natas,5,http://natas5.natas.labs.overthewire.org,0,0,0
natas6,natas,6,http://natas6.natas.labs.overthewire.org,0,0,0
natas7,natas,7,http://natas7.natas.labs.overthewire.org,0,0,0
natas8,natas,8,http://natas8.natas.labs.overthewire.org,0,0,0
natas9,natas,9,http://natas9.natas.labs.overthewire.org,0,0,0
natas10,natas,10,http://natas10.natas.labs.overthewire.org,0,0,0
natas11,natas,11,http://natas11.natas.labs.overthewire.org,0,0,0
natas12,natas,12,http://natas12.natas.labs.overthewire.org,0,0,0
natas13,natas,13,http://natas13.natas.labs.overthewire.org,0,0,0
natas14,natas,14,http://natas14.natas.labs.overthewire.org,0,0,0
natas15,natas,15,http://natas15.natas.labs.overthewire.org,0,0,0
natas16,natas,16,http://natas16.natas.labs.overthewire.org,0,0,0
natas17,natas,17,http://natas17.natas.labs.overthewire.org,0,0,0
natas18,natas,18,http://natas18.natas.labs.overthewire.org,0,0,0
natas19,natas,19,http://natas19.natas.labs.overthewire.org,0,0,0
natas20,natas,20,http://natas20.natas.labs.overthewire.org,0,0,0
natas21,natas,21,http://natas21.natas.labs.overthewire.org,0,0,0
natas22,natas,22,http://natas22.natas.labs.overthewire.org,0,0,0
natas23,natas,23,http://natas23.natas.labs.overthewire.org,0,0,0
natas24,natas,24,http://natas24.natas.labs.overthewire.org,0,0,0
natas25,natas,25,http://natas25.natas.labs.overthewire.org,0,0,0
natas26,natas,26,http://natas26.natas.labs.overthewire.org,0,0,0
natas27,natas,27,http://natas27.natas.labs.overthewire.org,0,0,0
natas28,natas,28,http://natas28.natas.labs.overthewire.org,0,0,0
natas29,natas,29,http://natas29.natas.labs.overthewire.org,0,0,0
natas30,natas,30,http://natas30.natas.labs.overthewire.org,0,0,0
natas31,natas,31,http://natas31.natas.labs.overthewire.org,0,0,0
natas32,natas,32,http://natas32.natas.labs.overthewire.org,0,0,0
natas33,natas,33,http://natas33.natas.labs.overthewire.org,0,0,0
natas34,natas,34,http://natas34.natas.labs.overthewire.org,0,0,0
leviathan0,leviathan,0,leviathan0@leviathan.labs.overthewire.org,2223,0,0
leviathan1,leviathan,1,leviathan1@leviathan.labs.overthewire.org,2223,0,0
leviathan2,leviathan,2,leviathan2@leviathan.labs.overthewire.org,2223,0,0
leviathan3,leviathan,3,leviathan3@leviathan.labs.overthewire.org,2223,0,0
leviathan4,leviathan,4,leviathan4@leviathan.labs.overthewire.org,2223,0,0
leviathan5,leviathan,5,leviathan5@leviathan.labs.overthewire.org,2223,0,0
leviathan6,leviathan,6,leviathan6@leviathan.labs.overthewire.org,2223,0,0
leviathan7,leviathan,7,leviathan7@leviathan.labs.overthewire.org,2223,0,0
krypton0,krypton,0,krypton0@krypton.labs.overthewire.org,2231,0,0
krypton1,krypton,1,krypton1@krypton.labs.overthewire.org,2231,0,0
krypton2,krypton,2,krypton2@krypton.labs.overthewire.org,2231,0,0
krypton3,krypton,3,krypton3@krypton.labs.overthewire.org,2231,0,0
krypton4,krypton,4,krypton4@krypton.labs.overthewire.org,2231,0,0
krypton5,krypton,5,krypton5@krypton.labs.overthewire.org,2231,0,0
krypton6,krypton,6,krypton6@krypton.labs.overthewire.org,2231,0,0
krypton7,krypton,7,krypton7@krypton.labs.overthewire.org,2231,0,0
narnia0,narnia,0,narnia0@narnia.labs.overthewire.org,2226,0,0
narnia1,narnia,1,narnia1@narnia.labs.overthewire.org,2226,0,0
narnia2,narnia,2,narnia2@narnia.labs.overthewire.org,2226,0,0
narnia3,narnia,3,narnia3@narnia.labs.overthewire.org,2226,0,0
narnia4,narnia,4,narnia4@narnia.labs.overthewire.org,2226,0,0
narnia5,narnia,5,narnia5@narnia.labs.overthewire.org,2226,0,0
narnia6,narnia,6,narnia6@narnia.labs.overthewire.org,2226,0,0
narnia7,narnia,7,narnia7@narnia.labs.overthewire.org,2226,0,0
narnia8,narnia,8,narnia8@narnia.labs.overthewire.org,2226,0,0
narnia9,narnia,9,narnia9@narnia.labs.overthewire.org,2226,0,0
behemoth0,behemoth,0,behemoth0@behemoth.labs.overthewire.org,2221,0,0
behemoth1,behemoth,1,behemoth1@behemoth.labs.overthewire.org,2221,0,0
behemoth2,behemoth,2,behemoth2@behemoth.labs.overthewire.org,2221,0,0
behemoth3,behemoth,3,behemoth3@behemoth.labs.overthewire.org,2221,0,0
behemoth4,behemoth,4,behemoth4@behemoth.labs.overthewire.org,2221,0,0
behemoth5,behemoth,5,behemoth5@behemoth.labs.overthewire.org,2221,0,0
behemoth6,behemoth,6,behemoth6@behemoth.labs.overthewire.org,2221,0,0
behemoth7,behemoth,7,behemoth7@behemoth.labs.overthewire.org,2221,0,0
behemoth8,behemoth,8,behemoth8@behemoth.labs.overthewire.org,2221,0,0
utumno0,utumno,0,utumno0@utumno.labs.overthewire.org,2227,0,0
utumno1,utumno,1,utumno1@utumno.labs.overthewire.org,2227,0,0
utumno2,utumno,2,utumno2@utumno.labs.overthewire.org,2227,0,0
utumno3,utumno,3,utumno3@utumno.labs.overthewire.org,2227,0,0
utumno4,utumno,4,utumno4@utumno.labs.overthewire.org,2227,0,0
utumno5,utumno,5,utumno5@utumno.labs.overthewire.org,2227,0,0
utumno6,utumno,6,utumno6@utumno.labs.overthewire.org,2227,0,0
utumno7,utumno,7,utumno7@utumno.labs.overthewire.org,2227,0,0
utumno8,utumno,8,utumno8@utumno.labs.overthewire.org,2227,0,0
maze0,maze,0,maze0@maze.labs.overthewire.org,2225,0,0
maze1,maze,1,maze1@maze.labs.overthewire.org,2225,0,0
maze2,maze,2,maze2@maze.labs.overthewire.org,2225,0,0
maze3,maze,3,maze3@maze.labs.overthewire.org,2225,0,0
maze4,maze,4,maze4@maze.labs.overthewire.org,2225,0,0
maze5,maze,5,maze5@maze.labs.overthewire.org,2225,0,0
maze6,maze,6,maze6@maze.labs.overthewire.org,2225,0,0
maze7,maze,7,maze7@maze.labs.overthewire.org,2225,0,0
maze8,maze,8,maze8@maze.labs.overthewire.org,2225,0,0
maze9,maze,9,maze9@maze.labs.overthewire.org,2225,0,0
vortex0,vortex,0,vortex0@vortex.labs.overthewire.org,2228,0,0
vortex1,vortex,1,vortex1@vortex.labs.overthewire.org,2228,0,0
vortex2,vortex,2,vortex2@vortex.labs.overthewire.org,2228,0,0
vortex3,vortex,3,vortex3@vortex.labs.overthewire.org,2228,0,0
vortex4,vortex,4,vortex4@vortex.labs.overthewire.org,2228,0,0
vortex5,vortex,5,vortex5@vortex.labs.overthewire.org,2228,0,0
vortex6,vortex,6,vortex6@vortex.labs.overthewire.org,2228,0,0
vortex7,vortex,7,vortex7@vortex.labs.overthewire.org,2228,0,0
vortex8,vortex,8,vortex8@vortex.labs.overthewire.org,2228,0,0
vortex9,vortex,9,vortex9@vortex.labs.overthewire.org,2228,0,0
vortex10,vortex,10,vortex10@vortex.labs.overthewire.org,2228,0,0
vortex11,vortex,11,vortex11@vortex.labs.overthewire.org,2228,0,0
vortex12,vortex,12,vortex12@vortex.labs.overthewire.org,2228,0,0
vortex13,vortex,13,vortex13@vortex.labs.overthewire.org,2228,0,0
vortex14,vortex,14,vortex14@vortex.labs.overthewire.org,2228,0,0
vortex15,vortex,15,vortex15@vortex.labs.overthewire.org,2228,0,0
vortex16,vortex,16,vortex16@vortex.labs.overthewire.org,2228,0,0
vortex17,vortex,17,vortex17@vortex.labs.overthewire.org,2228,0,0
vortex18,vortex,18,vortex18@vortex.labs.overthewire.org,2228,0,0
vortex19,vortex,19,vortex19@vortex.labs.overthewire.org,2228,0,0
vortex20,vortex,20,vortex20@vortex.labs.overthewire.org,2228,0,0
vortex21,vortex,21,vortex21@vortex.labs.overthewire.org,2228,0,0
vortex22,vortex,22,vortex22@vortex.labs.overthewire.org,2228,0,0
vortex23,vortex,23,vortex23@vortex.labs.overthewire.org,2228,0,0
vortex24,vortex,24,vortex24@vortex.labs.overthewire.org,2228,0,0
vortex25,vortex,25,vortex25@vortex.labs.overthewire.org,2228,0,0
vortex26,vortex,26,vortex26@vortex.labs.overthewire.org,2228,0,0
vortex27,vortex,27,vortex27@vortex.labs.overthewire.org,2228,0,0
manpage0,manpage,0,manpage0@manpage.labs.overthewire.org,2224,0,0
manpage1,manpage,1,manpage1@manpage.labs.overthewire.org,2224,0,0
manpage2,manpage,2,manpage2@manpage.labs.overthewire.org,2224,0,0
manpage3,manpage,3,manpage3@manpage.labs.overthewire.org,2224,0,0
manpage4,manpage,4,manpage4@manpage.labs.overthewire.org,2224,0,0
manpage5,manpage,5,manpage5@manpage.labs.overthewire.org,2224,0,0
manpage6,manpage,6,manpage6@manpage.labs.overthewire.org,2224,0,0
manpage7,manpage,7,manpage7@manpage.labs.overthewire.org,2224,0,0
drifter0,drifter,0,drifter0@drifter.labs.overthewire.org,2230,0,0
drifter1,drifter,1,drifter1@drifter.labs.overthewire.org,2230,0,0
drifter2,drifter,2,drifter2@drifter.labs.overthewire.org,2230,0,0
drifter3,drifter,3,drifter3@drifter.labs.overthewire.org,2230,0,0
drifter4,drifter,4,drifter4@drifter.labs.overthewire.org,2230,0,0
drifter5,drifter,5,drifter5@drifter.labs.overthewire.org,2230,0,0
drifter6,drifter,6,drifter6@drifter.labs.overthewire.org,2230,0,0
drifter7,drifter,7,drifter7@drifter.labs.overthewire.org,2230,0,0
